"Country","Name","Race","Profession","Religion","Deity","Age","Date"
"Tsolyáni","Kakusna hiVaika","H","Warrior","Stability","Hnálla",28,"2354 AS"
"Tsolyáni","Kaléno hiSanadruit","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kaléno hiIssorun","H","Lay Priest","Stability","Karakán",20,"2347 AS"
"Tsolyáni","Kaléno hi?","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Kaléno Orun hiBasrim","H","Warrior-Lay Priest","Stability","Karakán",21,"2347 AS"
"Tsolyáni","Kaléno hiUsena","H","Clan Runner","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kalésh hiTikéshmu","H","Lord","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kalina hiMarassu","H","Priestess","Stability","Thúmis",22,"2354 AS"
"Tsolyáni","Kálmru hiKharsáma","H","Soldier","Stability","Chegárra",43,"2354 AS"
"Tsolyáni","Kálmuru hiKharsáma","H","Soldier","Stability","Chegárra",30,"2354 AS"
"Tsolyáni","Kal'na hiMarassu","H","Lay Priestess","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Kálti hiHlutu'ún","H","Temple Guard","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Kaluan hiSheresa","H","Priestess","Change","Vimúhla",29,"2354 AS"
"Tsolyáni","Kalume hiMeshkutáne","H","Clan Elder","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kalusü hiSóruna","H","Aridáni","Unk","Unk",19,"2369 AS"
"Tsolyáni","Kalusü  hiTuplángte","H","Merchant","Stability","Dilinála","Unk","2372 AS"
"Tsolyáni","Kalusü hiViridáme","H","Priestess","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kama'ay (Naqsái woman)","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kamár hiVu'ürtesh","H","Unk","Stability","Keténgku","Unk","2362 AS"
"Tsolyáni","Kámbe hi?","H","Soldier","Change","Vim/Chi","Unk","2361 AS"
"Tsolyáni","Kámbe hiNeza","H","Clan Master","Stability","Hnálla","Unk","2372 AS"
"Tsolyáni","Kámbe hiTuplángte","H","Priest-Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Kamodai hi?","H","Priest","Change","Ksárul","Unk","2360 AS"
"Tsolyáni","Kánbe hiTuplángte","H","Priest-Soldier","Change","Vimúhla","Unk","2361 AS"
"Tsolyáni","Kange hiTlekólmü","H","Priest","Change","Vimúhla",29,"2354 AS"
"Tsolyáni","Kánkolu hiChanuma","H","Soldier","Stability","Karakán","Unk","2354 AS"
"Tsolyáni","Kánkolu hiNezár","H","Warrior","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kánmi'yel hiBashlatoi","H","Lay Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kánmi'yel Nikúma I Tlakotáni","H","Emperor, 1026-1031 AS","Unk","Unk","Unk","1026 AS"
"Tsolyáni","Kánmi'yel Nikúma II Tlakotáni","H","Emperor, 1031-1057 AS","Change","Vimúhla","Unk","1031 AS"
"Tsolyáni","Kánmi'yel Nikúma III Tlakotáni","H","Emperor, 1062-1074 AS","Change","Vimúhla","Unk","1062 AS"
"Tsolyáni","Kánmi'yel Nikúma IV Tlakotáni","H","Emperor, 1074-1122 AS","Change","Vimúhla","Unk","1074 AS"
"Tsolyáni","Kánmi'yel Nikúma V Tlakotáni","H","Emperor, 1069-1747 AS","Unk","Unk","Unk","1069 AS"
"Tsolyáni","Kánmi'yel Nasúndel Tlakotáni","H","Emperor, 1123 AS","Unk","Unk","Unk","1123 AS"
"Tsolyáni","Karenuma hi?","H","Priest","Stability","Hnálla","Unk","2354 AS"
"Tsolyáni","Karin Missúm","H","see Móicha hiTleá",,,,"2361 AS"
"Tsolyáni","Karka hiVadlanu","H","Soldier","Change","Sárku",25,"2354 AS"
"Tsolyáni","Karlo hiChaldo","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Karrugu hiJáshte","H","Priest","Change","Sárku",32,"2354 AS"
"Tsolyáni","Karslan Vríddi","H","Lord","Change","Vimúhla",28,"2354 AS"
"Tsolyáni","Karukteshmu hiKétkolel","H","Official","Change","Vimúhla",30,"2354 AS"
"Tsolyáni","Karunaz hiAsuaz","H","Unk","Shadow","Unk","Unk","2354 AS"
"Tsolyáni","Karvon hiRi'inyússa","H","Soldier","Unk","Unk",50,"2354 AS"
"Tsolyáni","Káshma hiTánkolel","H","Official","Stability","Avánthe",47,"2354 AS"
"Tsolyáni","Kashónu hiSsáivra","H","Priest","Stability","Thúmis",39,"2354 AS"
"Tsolyáni","Kashu hiVorodu","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kasra hi?","H","Temple Guard","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kasoneti hiTatolen","H","Merchant","Stability","Belkhánu","Unk","2354 AS"
"Tsolyáni","Kasonetl hiTatolen","H","Merchant","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","Kasúri hi?","H","Servant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kautelu hiGurudra","H","Money Lender","Change","Hrü'ú",52,"2354 AS"
"Tsolyáni","Kayalen hiKétkolel","H","Priestess","Change","Ksárul",19,"2354 AS"
"Tsolyáni","Kayeq hi?","H","Clan Master","Stability","Qón",70,"2354 AS"
"Tsolyáni","Kayeq hiSanyel","H","Lady","Stability","Hnálla",48,"2354 AS"
"Tsolyáni","Kayeq Tlakotáni","H","Lady","Stability","Hnálla",48,"2354 AS"
"Tsolyáni","Kayish hiTúkkimchash","H","Priest","Change","Vimúhla",38,"2354 AS"
"Tsolyáni","Káyish hiTúkkischash","H","Priest","Change","Vimúhla",25,"2354 AS"
"Tsolyáni","Ke'él hiQolyélmu","H","Priestess","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Ke'él Tlakotáni","H","Princess","Stability","Dilinála",16,"2364 AS"
"Tsolyáni","Ke'él hiVáika","H","Lady","Stability","Dilinála",16,"2354 AS"
"Tsolyáni","Ke'esa hiRi'inyússa","H","Official","Unk","Unk",38,"2354 AS"
"Tsolyáni","Kégo Íto","H","Official","Change","Sárku","?","2354 AS"
"Tsolyáni","Keirrumesh hiDuruntlano","H","Unk","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Ke'is hiChunúr","H","Aridáni Soldier","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Keketl hiNgotu","H","Patriarch","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Keléno hi?","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Keléno Orun hiBasrim","H","Warrior-Lay Priest","Stability","Karakán",21,"2347 AS"
"Tsolyáni","Keléno hiUsena","H","Clan Runner","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Kelétla hiTlélsu","H","Lady","Unk","Unk","Unk","2360 AS"
"Tsolyáni","Kelmaru Vríddi","H","Keeper of the Relics","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Kelmu hiVórodu","H","Warrior","Change","Sárku",32,"2354 AS"
"Tsolyáni","Kému hiSsáivra","H","Unk","Unk","Unk","Unk","2362 AS"
"Tsolyáni","Kemuel hi?","H","Clan Administrator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kemuél hiTlakán","H","Bureaucrat","Unk","Unk",29,"2369 AS"
"Tsolyáni","Keng Tsayáme hiAvú","H","Magistrate","Stability","Hnálla",49,"2354 AS"
"Tsolyáni","Kenichar hiVaika","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kengitlen hiNekotu","H","Apprentice Hunt Master","Unk","Unk",17,"2354 AS"
"Tsolyáni","Kengyel Hursai","H","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kérek hiQolyélmu","H","Lord","Stability","Karakán","Unk","2362 AS"
"Tsolyáni","Kérek hiSóruna","H","Lay Priest","Stability","Qón","Unk","2369 AS"
"Tsolyáni","Kerektu hiKhánmu","H","Priest","Change","Ksárul",35,"2354 AS"
"Tsolyáni","Kerektu hiLéroy","H","Juvenile Deliquent","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kérulya hiKettumridal","H","Writer","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kérulya Vríddi","H","Unk","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kesula Tlakotáni","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Keterlál hiFesrengála","H","Retired Priest","Stability","Thúmis",69,"2369 AS"
"Tsolyáni","Ketíkal hiDarutláni","H","Soldier","Stability","Karakán","Unk","2372 AS"
"Tsolyáni","Ketketarikh hiChusukh","H","Priest","Change","Sárku",32,"2354 AS"
"Tsolyáni","Kettek","Pé","Priest","Change","Ksárul","Unk","984 AS"
"Tsolyáni","Kéttukal hiMraktiné","H","Lord-Soldier","Stability","Karakán",27,"2354 AS"
"Tsolyáni","Khailyqa hiAelienchnaukh","H","Clan Founder","Change","Unk","Unk","2342 AS"
"Tsolyáni","Khámiyal hiSayúncha","H","Official","Change","Wurú",32,"2354 AS"
"Tsolyáni","Khamra hiSayúncha","H","Lady","Change","Wurú",32,"2354 AS"
"Tsolyáni","Khangór hiTlélsu","H","Priest","Stability","Belkhánu",54,"2354 AS"
"Tsolyáni","Khánuma hiSénkolum","H","Official","Change","Sárku",33,"2354 AS"
"Tsolyáni","Khariháya hiBosúga","H","Lord-Soldier","Stability","Karakán",67,"2354 AS"
"Tsolyáni","Kharisa hiRanmiyal","H","Temple Guard","Unk","Unk","Unk","2376 AS"
"Tsolyáni","Khengseth hiSénkolum","H","Sorcerer","Stability","Thúmis",45,"2354 AS"
"Tsolyáni","Khangor hiTlelsu","H","Priest","Stability","Belkhánu",68,"2354 AS"
"Tsolyáni","Khargur hiTathennaikhnin","H","Soldier","Stability","Thúmis",27,"2354 AS"
"Tsolyáni","Kherunal hiImoni","H","Priest","Change","Durritlámish",65,"2354 AS"
"Tsolyáni","Khinangin hiShayusakoi","H","Warrior","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Khirokhra Mrokemikh","H","Priestess","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Khivasha hiFesrengála","H","Good Clan Woman","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Khogga hiKurrushma","H","Soldier","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Khon'mish Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Khu'es vuNaóma","H","Ancient Hero","Stability","Unk","Unk","Myth"
"Tsolyáni","Kiakolai hiKiesa","H","Priest","Stability","Belkhánu",65,"2354 AS"
"Tsolyáni","Kialande hiQadaryal","H","Priestess","Change","Hriháyal","Unk","2354 AS"
"Tsolyáni","Ki'éna hiTrgál","H","Priestess","Change","Dlamélish/Sárku","Unk","2354 AS"
"Tsolyáni","Kikursa hiSiranul","H","Soldier","Unk","Unk",31,"2354 AS"
"Tsolyáni","Kintashmoi Íto","H","Temple Guard","Change","Hrü'ú","Unk","2354 AS"
"Tsolyáni","Kir'él hi?","H","Aridáni Merchant","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Kíresh hiVásuné","H","Diplomat","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Kiriktakte hiKhánme","H","Soldier","Stability","Avánthe",49,"2354 AS"
"Tsolyáni","Kiriktakte hiKhánme","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Kiritlenish Ma'ushanish Vríddi","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Kirkta hiVasune","H","Merchant","Stability","Belkhánu",32,"2354 AS"
"Tsolyáni","Kirrikmoi hiSsughano","H","See Yaliemra hiGangassa",,,,
"Tsolyáni","Kirrumesh hiDuruntlano","H","Noble","Unk","Unk",24,"2354 AS"
"Tsolyáni","Kirusu hiVashkola","H","Warrior","Stability","Thúmis",32,"2354 AS"
"Tsolyáni","Kít hiBéshene","H","Warrior","Stability","Karakán",30,"2351 AS"
"Tsolyáni","Kitai hi?","H","Aridáni Temple Guard","Change","Dlamélish","Unk","2354 AS"
"Tsolyáni","K-k-tk","H","Soldier","Change","Black Old One","Unk","2354 AS"
"Tsolyáni","Klanektu hiBarada","H","Lay Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kogásh hiTranáz","H","Unk","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Kokíri hiHairáme","H","Coutesan","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kokorel hiTsu'unesh","H","Soldier","Change","Hrü'ú",32,"2354 AS"
"Tsolyáni","Kokun hiDurumai","H","Priest","Change","Grugánu","Unk","2354 AS"
"Tsolyáni","Kolontal hi?","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kolúkke vuChéka","H","Priestess","Stability","Dilinála",44,"2354 AS"
"Tsolyáni","Konór hiFayán","H","Soldier","Change","Vimúhla","Unk","2367 AS"
"Tsolyáni","Ko'o Tlunitlanmu","H","Slaver","Change","Durritlámish",32,"2354 AS"
"Tsolyáni","Ko'ór hiChaishyáni","H","Official","Stability","Avánthe",54,"2354 AS"
"Tsolyáni","Kopurdal hiMakigani","H","Priest","Change","Chiténg",41,"2354 AS"
"Tsolyáni","Korazanu Vríddi","H","Temple Employee","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Korde hi?","H","Gardener","Shadow","Unk","Unk","2372 AS"
"Tsolyáni","Korikáda hiKurúshma","H","Priest-Soldier","Change","Chiténg",34,"2354 AS"
"Tsolyáni","Korikadan hiCha'unqel","H","Merchant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Koril Tlakotáni","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Korkhanu hiTlakte","H","Sailor","Change","Dlamélish",30,"2354 AS"
"Tsolyáni","Korkúma hiMriyu","H","Priest","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Korkúma hiNáshomai","H","Lord","Stability","Thúmis","Unk","2354 AS"
"Tsolyáni","Korkúma hiVriyén","H","Priest","Change","Dlamélish",45,"2354 AS"
"Tsolyáni","Korkúma hiTekéshmu","H","None","Unk","Unk",1,"2372 AS"
"Tsolyáni","Korrikáda hiKurrtashmu","H","Speaker","Unk","Unk","Unk","2370 AS"
"Tsolyáni","Korruga hi?","H","Spy","Change","Sárku",32,"2354 AS"
"Tsolyáni","Korrúgu hiJáshte","H","Priest","Change","Sárku",35,"2365 AS"
"Tsolyáni","Korshu hiGenuma","H","Priest","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Kortun hiChagash","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Korunmé hi?","H","Soldier","Change","Chiténg",32,"2354 AS"
"Tsolyáni","Korúnme hiChaishyáni","H","Soldier","Stability","Karakán",31,"2354 AS"
"Tsolyáni","Korúkka hiKutonyál","H","Priest","Change","Ksárul","20s","2367 AS"
"Tsolyáni","Korum hi?","H","Priest","Stability","Belkhánu","Unk","2354 AS"
"Tsolyáni","Korusai hiTekkengsa","H","Soldier","Stability","Thúmis",32,"2354 AS"
"Tsolyáni","Kórush","Srámu","Underworld Hunter","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kotáru hiKétkolel","H","Administrator","Change","Ksárul","40s","2370 AS"
"Tsolyáni","Kotáru hiSerekel","H","Priest","Stability","Chegárra","Unk","2354 AS"
"Tsolyáni","Kóyeren hiZu'úgga","H","Kite Master","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Koyón hi?","H","Scribe","Unk","Unk","Unk","2367 AS"
"Tsolyáni","Koyón Bashánvisumkoi","H","Scholar","Unk","Unk","Unk","2354 AS`"
"Tsolyáni","Kra'anish hiTikushu","H","Tour Guide","Stability","Hnálla",44,"2354 AS"
"Tsolyáni","Kramo hiSsava","H","Scribe","Unk","Unk",32,"2354 AS"
"Tsolyáni","Kramu hiSharza","H","Soldier","Stability","Karakán",32,"2354 AS"
"Tsolyáni","Kresketl hiMinuel","H","Fief Holder","Stability","Qón",54,"2354 AS"
"Tsolyáni","Krkh","Pé","Unk","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Krshúmu hi?","H","Soldier","Change","Dlamélish","Unk","2020 AS"
"Tsolyáni","Kruom hiArkódu","H","Priest","Stability","Qón","Unk","2354 AS"
"Tsolyáni","Ksehltlor hiSashán","H","Soldier","Unk","Unk",32,"2354 AS"
"Tsolyáni","Kseshmoru hiTlekólumü","H","Great Proctor","Change","Vimúhla",53,"2360 AS"
"Tsolyáni","Ksina hiMriyu","H","Priestess","Change","Dlamélish",32,"2354 AS"
"Tsolyáni","Któ-Tip-Ssíu","Pé","Prefect","Stability","Hnálla","Unk","2374 AS"
"Tsolyáni","K'tek Chrr","Pé","Priest","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","K-t-tr-ki","Pé","Soldier","Stability","Father of Nests","?","2354 AS"
"Tsolyáni","Kughan hiYrsoitl","H","Lord","Stability","Karakán",53,"2354 AS"
"Tsolyáni","Kugor Chraga","H","Shaman","Unk","Unk",32,"2354 AS"
"Tsolyáni","Kugosha vuChrequ","H","Sailor","Change","Hrü'ú",69,"2354 AS"
"Tsolyáni","Kumar hiChuyón","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kumen hiCharga","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kuraideng hiHelgessa","H","Merchant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kurchúne hiNrashkéma","H","Lord-Official","Stability","Avánthe",49,"2354 AS"
"Tsolyáni","Kúresh hiTlakomana","H","Lord","Change","Ksárul",55,"2354 AS"
"Tsolyáni","Kúresh hiTlekolumü","H","Merchant","Unk","Unk","Unk","2362 AS"
"Tsolyáni","Kuréshu hiVíridun","H","Lord-Soldier","Change","Hrü'ú",48,"2354 AS"
"Tsolyáni","Kurishé hiSsu'úmra","H","Soldier","Unk","Unk","Unk","1711 AS"
"Tsolyáni","Kurkutashmu hiCha'unqel","H","Architect","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kurrishmoi hiPejikhel","H","Priestess","Stability","Karakán",58,"2354 AS"
"Tsolyáni","Kurruné hi?","H","Imperial Messenger","Stability","Thúmis","Unk","2360 AS"
"Tsolyáni","Kurshell hiSsanmirren","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kurshétl Nikúma I Tlakotáni","H","Emperor, 580-641 AS","Unk","Unk","Unk","580 AS"
"Tsolyáni","Kurshétl Nikúma II Tlakotáni","H","Emperor, 801-816 AS","Change","Unk","Unk","801 AS"
"Tsolyáni","Kurshétl hiSsánmirin","H","Sorcerer","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Kurshétl Usena hiTeyonel","H","Unk","Unk","Unk","Unk","2372 AS"
"Tsolyáni","Kurshétl hiTukun","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kurusha hiSsaimurq","H","Soldier","Change","Ksárul",21,"2354 AS"
"Tsolyáni","Kuruktéshmu hiKétkolel","H","Priest-Soldier","Change","Vimúhla",20,"2354 AS"
"Tsolyáni","Kurukten of Jakálla","H","Renown Scholar","Unk","Unk","Dead","2360 AS"
"Tsolyáni","Kutaru hiKheshcha","H","Dragoman","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Kutumé hiTánkolel","H","Lord-Soldier","Change","Chiténg",34,"2354 AS"
"Tsolyáni","Kutun hiKutang","H","Priest","Change","Vimúhla","Unk","2354 AS"
"Tsolyáni","Ku'ulménish Ko'ól","H","Military Attaché","Change","Unk",44,"2354 AS"
"Tsolyáni","Ku'usuano hiMirikétme","H","Priest","Change","Hrü'ú",41,"2354 AS"
"Tsolyáni","Kwo-Hü-Kú'o","Páchi","Speaker","Páchi","Unk","Unk","2354 AS"
"Tsolyáni","Kyrunel hiVajha","H","Priest","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Laiya hiEtliash","H","Town leader","Unk","Unk","Unk","2368 AS"
"Tsolyáni","Langan Tlakotáni","H","Lord","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Lángsha hiDetkólu","H","Clan Master","Unk","Unk","Unk","2020 AS"
"Tsolyáni","Larnesh hiKadobar","H","Carpenter","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Layeth hiTlakán","H","Good Clan Girl","Unk","Unk",39,"2369 AS"
"Tsolyáni","Le'en vuKhrio","H","Priestess","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Lekka of the Ice Lake","H","Concubine","Unk","Unk","Unk","2369 AS"
"Tsolyáni","Lelai hiTigal","H","Lay Priestess","Change","Sárku","Unk","2372 AS"
"Tsolyáni","Leraqoi hi?","H","Priest","Change","Vimúhla",23,"2354 AS"
"Tsolyáni","Leya hiSaonai","H","Warrior","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Li'en hiMriyu","H","Unk","Stability","Dilinála",32,"2354 AS"
"Tsolyáni","Lillueb","H","Wife","Shadow","Unk","Unk","2354 AS"
"Tsolyáni","Linatla hiTlakán","H","Priestess","Stability","Thúmis",19,"2369 AS"
"Tsolyáni","Linggákch Qriyuqqór","H","Recruiter Splendid Slayers of Ssü)","7 Gods","Unk","Unk","2354 AS"
"Tsolyáni","Liriyel hiFershéna","H","Priestess","Change","Ksárul",32,"2354 AS"
"Tsolyáni","Lisankomu hiKétkolél","H","Priest","Change","Vimúhla",54,"2354 AS"
"Tsolyáni","Lishena hiVridun","H","Temple Guard","Change","Ksárul","Unk","2354 AS"
"Tsolyáni","Lithéni hiKarélsa","H","Unk","Unk","Unk","Unk","2362 AS"
"Tsolyáni","Lithéni hiMoshan","H","Tomb Robber","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Liyása hiDísonu","H","OAL Agent","Stability","Chegárra",35,"2374 AS"
"Tsolyáni","Liyasu hiVisohu","H","Priestess","Stability","Chegárra","Unk","2354 AS"
"Tsolyáni","Liyatla hiVraisuna","H","Priestess","Change","Dlamélish",29,"2354 AS"
"Tsolyáni","Lkesh hiOnel","H","Soldier","Stability","Avánthe","Unk","2372 AS"
"Tsolyáni","Llelmúna hiSharvóya","H","Soldier","Change","Durritlámish",41,"2354 AS"
"Tsolyáni","Lóbi hiKharséna","H","Businessman","Change","Vimúhla",21,"2354 AS"
"Tsolyáni","Lóbi hiSatara","H","Unk","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Lursan hiChagaisa","H","Sailor","Change","Chiténg",32,"2354 AS"
"Tsolyáni","Ma'áka hiChishan","H","Sculptress","Stability","Dilinála","Unk","2354 AS"
"Tsolyáni","Ma'ál hiChiggéne","H","Boyer-Fletcher","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ma'ála hiChishán","H","Unk","Unk","Unk",16,"2357 AS"
"Tsolyáni","Ma'assa Gamulu Beshshayana","H","Thief","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Ma'ása Tlakotáni","H","Collector","Stability","Hnálla",45,"2347 AS"
"Tsolyáni","Ma'ika hiSashte","H","Soldier","Change","Vimúhla",29,"2354 AS"
"Tsolyáni","Ma'ín Krüthai Tlakotáni","H","Princess","Change","Dlamélish",18,"2354 AS"
"Tsolyáni","Ma'elúra hiTukéshmu","H","Soldier","Stability","Unk","Unk","140 AS"
"Tsolyáni","Majjaq Skendruzhzha","H","Crime Godfather","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Makbé Ntóye hiSsurne","H","Market Police","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Makésh hiVriyén","H","Administrator","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Makésh hiVriyón","H","Official","Change","Vimúhla",22,"2354 AS"
"Tsolyáni","Maluda hiMekkanyu","H","Priestess","Change","Vimúhla",49,"2354 AS"
"Tsolyáni","Maluél hiSsánmirin","H","Priestess","Change","Vimúhla",48,"2354 AS"
"Tsolyáni","Malun hi?","H","Unk","Pariah","One Other",32,"2354 AS"
"Tsolyáni","Marála hiTsurúne","H","Clan Matron","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Mardékka hiSsáivra","H","Unk","Unk","Unk","Unk","2364 AS"
"Tsolyáni","Marisél hiShétla","H","Unk","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Maríddi hiArusá","H","Retired Official","Unk","Unk",60,"2354 AS"
"Tsolyáni","Marjan hiVessúma","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Markhar hiVarsha","H","Sailor","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Markhush Vríddi","H","Soldier","Change","Vimúhla",32,"2354 AS"
"Tsolyáni","Markóle Sinjálim","H","Gambler","Unk","Unk","Unk","2247 AS"
"Tsolyáni","Markur hiSenkuda","H","Priest","Stability","Keténgku",30,"2354 AS"
"Tsolyáni","Marvish Kesha hiVarsha","H","Major Domo","Unk","Unk",32,"2354 AS"
"Tsolyáni","Marzhan Tlakotáni","H","Official","Stability","Hnálla",32,"2354 AS"
"Tsolyáni","Mashyán hiSagái","H","Priestess","Change","Dlamélish","Unk","2361 AS"
"Tsolyáni","Master Mbeth","H","Priest","Change","Grugánu","Unk","2354 AS"
"Tsolyáni","Khéskhe Mar","H","Master Mbeth's name",,,,
"Tsolyáni","Masune hiKiqu","H","Priest","Change","Sárku",51,"2354 AS"
"Tsolyáni","Matlór Gáishu","H","Accountant","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Matlór the Cook","H","Sailor","Unk","Unk","Unk","2374 AS"
"Tsolyáni","Maugen hiChoreggmai","H","Temple Guard","Change","Ksárul",24,"2354 AS"
"Tsolyáni","Mayalen Tlakotáni","H","Artist","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Mayán hiFesrengála","H","Aridáni Soldier","Change","Hriháyal",23,"2369 AS"
"Tsolyáni","Máyu hiTúnkesh","H","Official","Change","Wurú",47,"2354 AS"
"Tsolyáni","Mazaholza hiNiriuna","H","Soldier","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Mazhái hiSashán","H","Priest","Stability","Karakán","Unk","2374 AS"
"Tsolyáni","Mázh hiVorússa","H","Priestess","Change","Sárku",34,"2374 AS"
"Tsolyáni","Meeyab hi?","H","Lady","Unk","Unk","Unk","2354 AS"
"Tsolyáni","Mejjai hi?","H","Soldier","Change","Vimúhla/Chiténg","Unk","2361 AS"
"Tsolyáni","Mejjái hiAigo","H","Priest","Stability","Qón","Unk","2354 AS"
